EPS,SEDE,TIPOINTERRUPCION,TIPOSERVICIO,MOTIVOINTERRUPCION,FECHAINICIO,HORAINICIO,FECHAFIN,HORAFIN,DEPARTAMENTO,PROVINCIA,DISTRITO,NUMCONEXDOM,UNIDADESUSO,NUMCAMIONESPUNTOS,Cluster
SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-05-01 03:50:00,03:50,2024-05-02 15:10:00,15:10,LA LIBERTAD,TRUJILLO,LA ESPERANZA,931.0,1109.0,1.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 15:25:00,15:25,2024-04-15 23:00:00,23:00,LIMA,LIMA,VILLA EL SALVADOR,2500.0,3177.0,0.0,1
SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-30 08:00:00,08:00,2024-04-30 21:10:00,21:10,LA LIBERTAD,TRUJILLO,TRUJILLO,33625.0,39211.0,0.0,1
EPS BARRANCA,BARRANCA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 16:00:00,16:00,2024-04-16 05:30:00,05:30,LIMA,BARRANCA,BARRANCA,4800.0,4850.0,0.0,1
SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-30 08:00:00,08:00,2024-04-30 20:10:00,20:10,LA LIBERTAD,TRUJILLO,TRUJILLO,3038.0,3441.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 15:40:00,15:40,2024-04-15 17:30:00,17:30,CUSCO,CUSCO,SANTIAGO,80.0,80.0,0.0,1
SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-28 10:30:00,10:30,2024-04-29 01:10:00,01:10,LA LIBERTAD,TRUJILLO,TRUJILLO,6007.0,6860.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 11:00:00,11:00,2024-04-15 23:00:00,23:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,5674.0,8636.0,0.0,1
SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-28 08:00:00,08:00,2024-04-29 04:10:00,04:10,LA LIBERTAD,TRUJILLO,TRUJILLO,3085.0,3863.0,1.0,1
EMUSAP ABANCAY,EMUSAP ABANCAY,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 15:00:00,15:00,2024-04-15 17:05:00,17:05,APURIMAC,ABANCAY,ABANCAY,300.0,300.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 15:00:00,15:00,2024-04-15 23:55:00,23:55,LIMA,LIMA,PUNTA NEGRA,527.0,641.0,0.0,1
SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 13:00:00,13:00,2024-04-15 17:15:00,17:15,LA LIBERTAD,TRUJILLO,TRUJILLO,20207.0,23742.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 15:00:00,15:00,2024-04-15 21:30:00,21:30,AREQUIPA,AREQUIPA,CERRO COLORADO,1404.0,1404.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2024-04-15 14:20:00,14:20,2024-04-15 20:20:00,20:20,LIMA,LIMA,SANTIAGO DE SURCO,3855.0,5948.0,0.0,1
SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 14:00:00,14:00,2024-04-15 16:00:00,16:00,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,2024-04-15 10:00:00,10:00,2024-04-15 17:00:00,17:00,HUANUCO,HUANUCO,HUANUCO,8000.0,8000.0,1.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-15 11:00:00,11:00,2024-04-15 20:00:00,20:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,3438.0,4038.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 12:30:00,12:30,2024-04-15 20:00:00,20:00,LIMA,LIMA,RIMAC,18161.0,26514.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-15 12:20:00,12:20,2024-04-15 19:30:00,19:30,LIMA,LIMA,SANTIAGO DE SURCO,6650.0,10361.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 12:10:00,12:10,2024-04-15 15:40:00,15:40,AREQUIPA,AREQUIPA,CAYMA,1080.0,1080.0,0.0,1
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-05-07 10:00:00,10:00,2024-05-07 23:00:00,23:00,LIMA,LIMA,LIMA,2243.0,2303.0,0.0,1
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,2024-04-15 10:00:00,10:00,2024-04-15 16:00:00,16:00,HUANUCO,HUANUCO,HUANUCO,5000.0,600.0,0.0,1
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,2024-04-15 10:00:00,10:00,2024-04-15 16:00:00,16:00,HUANUCO,HUANUCO,HUANUCO,2000.0,300.0,0.0,1
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE CONDUCCION DE AGUA CRUDA,2024-04-15 10:00:00,10:00,2024-04-15 16:00:00,16:00,HUANUCO,HUANUCO,HUANUCO,5000.0,600.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-15 11:05:00,11:05,2024-04-15 14:05:00,14:05,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-15 10:00:00,10:00,2024-04-15 13:00:00,13:00,CUSCO,CUSCO,WANCHAQ,100.0,100.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-15 10:00:00,10:00,2024-04-15 20:00:00,20:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,195.0,250.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-22 12:00:00,12:00,2024-04-22 20:00:00,20:00,LIMA,LIMA,CARABAYLLO,255.0,274.0,0.0,1
SEDALIB,TRUJILLO,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-15 05:00:00,05:00,2024-04-16 05:10:00,05:10,LA LIBERTAD,TRUJILLO,HUANCHACO,245.0,289.0,1.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-15 10:10:00,10:10,2024-04-15 13:15:00,13:15,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 13:00:00,13:00,2024-04-25 15:00:00,15:00,CUSCO,CUSCO,CUSCO,50.0,50.0,0.0,1
SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-24 15:00:00,15:00,2024-04-24 16:00:00,16:00,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDACUSCO,SEDACUSCO,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-23 12:00:00,12:00,2024-04-23 13:00:00,13:00,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-15 06:00:00,06:00,2024-04-15 12:00:00,12:00,LAMBAYEQUE,CHICLAYO,MONSEFU,5000.0,5000.0,0.0,1
SEDA HUANUCO,HUANUCO,PROGRAMADA,AGUA POTABLE,OTROS,2024-04-23 12:00:00,12:00,2024-04-23 17:00:00,17:00,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,1916.0,2181.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-15 08:00:00,08:00,2024-04-15 12:00:00,12:00,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 06:20:00,06:20,2024-04-15 11:50:00,11:50,LIMA,LIMA,SAN JUAN DE LURIGANCHO,17556.0,23753.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 06:35:00,06:35,2024-04-15 14:30:00,14:30,LIMA,LIMA,ATE,4406.0,6319.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-15 06:55:00,06:55,2024-04-15 16:40:00,16:40,LIMA,LIMA,VILLA EL SALVADOR,7185.0,10291.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 06:15:00,06:15,2024-04-15 16:00:00,16:00,LIMA,LIMA,LIMA,63268.0,88585.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-15 01:55:00,01:55,2024-04-15 11:55:00,11:55,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,4819.0,6849.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-15 05:55:00,05:55,2024-04-15 15:55:00,15:55,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,8648.0,12249.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-27 13:00:00,13:00,2024-04-27 21:00:00,21:00,LIMA,LIMA,EL AGUSTINO,577.0,775.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-14 23:00:00,23:00,2024-04-15 06:00:00,06:00,LIMA,LIMA,VILLA EL SALVADOR,73781.0,105701.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-14 17:00:00,17:00,2024-04-14 19:00:00,19:00,CUSCO,CUSCO,SANTIAGO,30.0,30.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,2024-04-14 14:20:00,14:20,2024-04-14 19:00:00,19:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,655.0,784.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-14 13:35:00,13:35,2024-04-14 18:45:00,18:45,LIMA,LIMA,VILLA EL SALVADOR,1539.0,1943.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-14 12:15:00,12:15,2024-04-14 19:00:00,19:00,LIMA,LIMA,COMAS,25628.0,39594.0,0.0,1
AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-14 11:00:00,11:00,2024-04-15 13:00:00,13:00,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,1510.0,1510.0,1.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-14 09:00:00,09:00,2024-04-14 12:00:00,12:00,CUSCO,CUSCO,CUSCO,100.0,100.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,2024-04-14 10:20:00,10:20,2024-04-14 15:30:00,15:30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,12744.0,18132.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-14 09:50:00,09:50,2024-04-14 12:30:00,12:30,AREQUIPA,AREQUIPA,CERRO COLORADO,673.0,673.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2024-04-14 09:30:00,09:30,2024-04-14 14:00:00,14:00,LIMA,LIMA,INDEPENDENCIA,6560.0,9104.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-14 09:00:00,09:00,2024-04-14 17:00:00,17:00,LIMA,LIMA,LA MOLINA,816.0,979.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-14 07:00:00,07:00,2024-04-14 15:00:00,15:00,LIMA,LIMA,ATE,4706.0,6796.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-14 07:00:00,07:00,2024-04-14 15:00:00,15:00,LIMA,LIMA,LA MOLINA,3186.0,4463.0,0.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-14 07:40:00,07:40,2024-04-14 11:55:00,11:55,LIMA,LIMA,SAN JUAN DE LURIGANCHO,853.0,853.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-14 07:50:00,07:50,2024-04-14 17:50:00,17:50,LIMA,LIMA,VILLA EL SALVADOR,73781.0,105701.0,0.0,1
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-14 07:45:00,07:45,2024-04-14 15:00:00,15:00,LIMA,LIMA,PUENTE PIEDRA,2905.0,3742.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-14 07:05:00,07:05,2024-04-14 16:30:00,16:30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,2648.0,3767.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-13 21:05:00,21:05,2024-04-14 02:00:00,02:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,923.0,1261.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-13 17:45:00,17:45,2024-04-13 22:00:00,22:00,CALLAO,CALLAO,CALLAO,1936.0,2991.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 16:00:00,16:00,2024-04-13 17:30:00,17:30,CUSCO,CUSCO,SAN JERONIMO,30.0,30.0,0.0,1
EPS GRAU,PIURA,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-13 08:00:00,08:00,2024-04-19 17:00:00,17:00,PIURA,PIURA,CASTILLA,1325.0,0.0,2.0,1
SEDAPAL ,SJL,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2024-04-23 09:00:00,09:00,2024-04-23 19:00:00,19:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,523.0,550.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 12:00:00,12:00,2024-04-25 23:00:00,23:00,LIMA,LIMA,ATE,5532.0,13652.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 12:00:00,12:00,2024-04-25 23:00:00,23:00,LIMA,LIMA,SANTA ANITA,15769.0,36806.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 12:00:00,12:00,2024-04-25 23:00:00,23:00,LIMA,LIMA,SANTA ANITA,15769.0,36806.0,1.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 12:00:00,12:00,2024-04-25 23:00:00,23:00,LIMA,LIMA,LA MOLINA,31241.0,53805.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 12:00:00,12:00,2024-04-25 23:00:00,23:00,LIMA,LIMA,LA MOLINA,31241.0,53805.0,1.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 12:00:00,12:00,2024-04-25 23:00:00,23:00,LIMA,LIMA,ATE,5532.0,13652.0,1.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 14:50:00,14:50,2024-04-13 18:00:00,18:00,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-23 10:00:00,10:00,2024-04-23 16:00:00,16:00,LIMA,LIMA,COMAS,69465.0,134002.0,0.0,1
SEDAPAL ,Equipo de Distribución Primaria,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-23 10:00:00,10:00,2024-04-23 16:00:00,16:00,LIMA,LIMA,CARABAYLLO,13107.0,22468.0,0.0,1
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 14:15:00,14:15,2024-04-13 17:40:00,17:40,AREQUIPA,AREQUIPA,AREQUIPA,419.0,419.0,0.0,1
AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-13 13:00:00,13:00,2024-04-15 20:00:00,20:00,TUMBES,TUMBES,TUMBES,906.0,906.0,4.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 12:45:00,12:45,2024-04-13 20:00:00,20:00,LIMA,LIMA,LA MOLINA,539.0,629.0,0.0,1
EMAPACOP,EMAPACOP,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-18 08:00:00,08:00,2024-04-19 05:00:00,05:00,UCAYALI,CORONEL PORTILLO,CALLERIA,2213.0,2913.0,1.0,1
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-13 11:00:00,11:00,2024-04-13 17:00:00,17:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,420.0,420.0,0.0,1
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-20 10:00:00,10:00,2024-04-20 18:00:00,18:00,LIMA,LIMA,CARABAYLLO,369.0,421.0,0.0,1
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 10:45:00,10:45,2024-04-13 23:00:00,23:00,LIMA,LIMA,LIMA,817.0,855.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 08:30:00,08:30,2024-04-13 16:00:00,16:00,LIMA,LIMA,ATE,545.0,798.0,0.0,1
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 07:55:00,07:55,2024-04-13 15:00:00,15:00,LIMA,LIMA,ATE,810.0,1053.0,0.0,1
EMAPA SAN MARTIN,SAN MARTIN,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-13 00:00:00,00:00,2024-04-13 08:00:00,08:00,SAN MARTIN,PICOTA,PICOTA,2000.0,0.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-13 07:25:00,07:25,2024-04-13 17:25:00,17:25,LIMA,LIMA,VILLA EL SALVADOR,15225.0,21932.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-13 06:50:00,06:50,2024-04-13 16:50:00,16:50,LIMA,LIMA,VILLA EL SALVADOR,11517.0,16676.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-13 06:30:00,06:30,2024-04-13 16:30:00,16:30,LIMA,LIMA,VILLA EL SALVADOR,14797.0,18480.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 06:10:00,06:10,2024-04-13 13:10:00,13:10,CALLAO,CALLAO,CALLAO,10196.0,15693.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-13 06:00:00,06:00,2024-04-13 12:25:00,12:25,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,9409.0,12201.0,0.0,1
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2024-04-13 06:10:00,06:10,2024-04-13 14:10:00,14:10,LIMA,LIMA,SAN BORJA,3409.0,3775.0,0.0,1
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 07:00:00,07:00,2024-04-25 16:00:00,16:00,LIMA,LIMA,ATE,1801.0,1934.0,0.0,1
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-12 23:00:00,23:00,2024-04-13 06:00:00,06:00,CALLAO,CALLAO,CALLAO,10196.0,15693.0,0.0,1
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2024-04-12 19:00:00,19:00,2024-04-12 23:00:00,23:00,LIMA,LIMA,VILLA EL SALVADOR,11517.0,16676.0,0.0,1
EPS EMAPA HUANCAVELICA,EMAPA HUANCAVELICA,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2024-04-12 10:30:00,10:30,2024-04-12 11:00:00,11:00,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,60.0,60.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-26 06:00:00,06:00,2024-04-26 23:55:00,23:55,AREQUIPA,AREQUIPA,CAYMA,3447.0,3447.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-26 06:00:00,06:00,2024-04-26 23:55:00,23:55,AREQUIPA,AREQUIPA,CAYMA,2211.0,2211.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-26 06:00:00,06:00,2024-04-26 23:55:00,23:55,AREQUIPA,AREQUIPA,CAYMA,4461.0,4461.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 06:00:00,06:00,2024-04-25 23:55:00,23:55,AREQUIPA,AREQUIPA,CERRO COLORADO,1440.0,1440.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-25 06:00:00,06:00,2024-04-25 23:55:00,23:55,AREQUIPA,AREQUIPA,CERRO COLORADO,3651.0,3651.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-24 06:00:00,06:00,2024-04-24 23:55:00,23:55,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,1460.0,1460.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-24 06:00:00,06:00,2024-04-24 23:55:00,23:55,AREQUIPA,AREQUIPA,CAYMA,4932.0,4932.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-23 06:00:00,06:00,2024-04-23 23:55:00,23:55,AREQUIPA,AREQUIPA,YANAHUARA,4445.0,4445.0,0.0,1
EPS GRAU,TALARA,PROGRAMADA,AGUA POTABLE,OTROS,2024-04-18 10:00:00,10:00,2024-04-18 13:30:00,13:30,PIURA,TALARA,PARIÑAS,3925.0,0.0,0.0,1
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2024-04-23 06:00:00,06:00,2024-04-23 23:55:00,23:55,AREQUIPA,AREQUIPA,CERRO COLORADO,3388.0,3388.0,0.0,1
SEDACUSCO,SEDACUSCO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2024-04-12 16:20:00,16:20,2024-04-12 17:30:00,17:30,CUSCO,CUSCO,SAN SEBASTIAN,100.0,100.0,0.0,1
